                             GENEMARK PREDICTIONS

Sequence: chrY:22407149-23158651
Sequence file: gm_sequence
Sequence length: 751503
GC Content:  40.15%
Window length: 96
Window step: 12
Threshold value: 0.500
---
Matrix: human_38.mat
Matrix author: Nikolai Ivanov
Matrix order: 5

List of Regions of interest
(regions from stop to stop codon w/ a signal in between)

  LEnd      REnd    Strand      Frame

 720228   720317  direct       fr 1  0.5228
 720239   720303                     0.6616

 720288   720490  complement   fr 3  0.5901
 720295   720469                     0.5967

 720313   720490  complement   fr 3  0.6170
 720330   720469                     0.6067

 720618   720845  complement   fr 2  0.6792
 720630   720797                     0.7045

 721155   721219  direct       fr 3  0.6097
 721175   721210                     0.5848

 721389   721484  complement   fr 2  0.5221
 721428   721456                     0.5654

 721475   721544  complement   fr 1  0.4794
 721490   721535                     0.5413

 721467   721567  direct       fr 2  0.2727

 721679   721766  direct       fr 2  0.2142

 721793   721970  complement   fr 1  0.6976
 721824   721921                     0.9029

 722186   722272  direct       fr 2  0.2844
 722223   722261                     0.4604

 725531   725582  complement   fr 3  0.4597
 725540   725582                     0.4623

 725730   725814  complement   fr 2  0.4829

 728485   728569  direct       fr 3  0.3600
 728518   728553                     0.4094

 730922   730958  complement   fr 2  0.7021

 731092   731281  complement   fr 2  0.6028
 731092   731245                     0.6716

 731265   731360  complement   fr 1  0.7238
 731285   731345                     0.7896

 731367   731474  complement   fr 2  0.8988
 731374   731472                     0.8988

 732176   732221  complement   fr 1  0.6591

 733551   733590  direct       fr 3  0.3701
 733556   733583                     0.4520

 734183   734377  complement   fr 1  0.5429
 734221   734316                     0.8049

 735023   735201  complement   fr 2  0.6959
 735034   735180                     0.7348

 735445   735857  complement   fr 2  0.4878
 735467   735793                     0.4800

 735588   735857  complement   fr 2  0.5322
 735611   735793                     0.5151

 735904   736085  complement   fr 1  0.4442
 735934   736037                     0.3939

 736224   736472  complement   fr 1  0.7222
 736231   736420                     0.8201

 736553   736836  complement   fr 1  0.3370
 736600   736778                     0.3647

 736758   736892  complement   fr 2  0.5958
 736778   736874                     0.6102

 736823   736892  complement   fr 2  0.6138
 736845   736874                     0.7379

 736936   737047  complement   fr 1  0.6964
 736967   737006                     0.8704

 738557   738651  complement   fr 3  0.4796
 738585   738622                     0.6941

 738865   738914  direct       fr 1  0.7457
 738880   738908                     0.8887

 739264   739330  complement   fr 3  0.7241
 739280   739309                     0.9148

 739296   739370  complement   fr 1  0.2794

 739381   739450  direct       fr 3  0.7419
 739390   739438                     0.8446

 739756   739857  direct       fr 3  0.9182
 739772   739840                     0.9568

 739857   739905  complement   fr 1  0.6125

 740068   740320  direct       fr 2  0.6257
 740068   740315                     0.6321

 740533   740616  direct       fr 1  0.4770
 740549   740586                     0.4632

 741324   741373  direct       fr 2  0.6803

 744278   744336  direct       fr 1  0.5361

 745324   745537  direct       fr 1  0.5091
 745340   745525                     0.5078

 745670   745761  direct       fr 1  0.7466
 745705   745736                     0.9367

 745884   745956  direct       fr 2  0.5370
 745917   745942                     0.8057

 745955   746002  complement   fr 1  0.4104

 746526   746590  direct       fr 3  0.6737
 746539   746567                     0.7416

 747229   747324  direct       fr 3  0.5333
 747246   747282                     0.9043

 747378   747458  complement   fr 1  0.5245

 747593   747780  direct       fr 1  0.4740
 747627   747722                     0.6493

 747775   748001  direct       fr 3  0.7732
 747808   747985                     0.8239

 748120   748168  direct       fr 3  0.3463

 748167   748235  complement   fr 2  0.7591

 748824   748898  direct       fr 1  0.6328
 748838   748895                     0.6551

 748854   748898  direct       fr 1  0.6891
 748864   748895                     0.7856

 749001   749147  direct       fr 1  0.3657
 749023   749110                     0.3241

 749462   749552  direct       fr 1  0.6914
 749465   749516                     0.8020

 749724   749803  direct       fr 1  0.5179

 750347   750410  direct       fr 3  0.4787
 750366   750410                     0.5525



--------------------
ABOUT THE MATRIX USED:

Date: March 6, 2003
